2022-11-13 20:28:42.609263,0.15,0.0,21.8,1998401536,3576,466,2643,100
2022-11-13 20:28:43.709616,1.07,0.0,17.2,1999351808,2956,311,2644,100
2022-11-13 20:28:44.791498,1.08,0.0,14.4,1998663680,2800,311,2644,100
2022-11-13 20:28:45.874230,1.08,0.0,14.2,1999290368,2801,311,2646,100
2022-11-13 20:28:46.955366,1.07,0.0,14.5,1999814656,2801,311,2646,100
2022-11-13 20:28:48.035649,1.08,0.0,14.1,1999753216,2646,311,2646,100
2022-11-13 20:28:49.116451,1.08,0.0,13.6,1999966208,2801,311,2646,100
2022-11-13 20:28:50.198395,1.08,0.0,14.4,2000109568,2801,311,2646,100
2022-11-13 20:28:51.278727,1.07,0.0,14.0,2000322560,2801,311,2646,100
2022-11-13 20:28:52.359410,1.08,0.0,14.1,2000171008,2801,311,2646,100
2022-11-13 20:28:53.438968,1.08,0.0,14.0,2000265216,2801,311,2646,100
2022-11-13 20:28:54.518630,1.07,0.0,13.8,2000400384,2646,0,2646,100
2022-11-13 20:28:55.599353,1.08,0.0,14.0,2000236544,2646,0,2646,100
2022-11-13 20:28:56.682037,1.08,0.0,13.9,2000154624,2646,311,2646,100
2022-11-13 20:28:57.763496,1.08,0.0,14.3,2000347136,2801,311,2646,100
2022-11-13 20:28:58.843503,1.08,0.0,14.2,2000236544,2646,311,2646,100
2022-11-13 20:28:59.925062,1.07,0.0,13.7,2000306176,2646,311,2646,100
2022-11-13 20:29:01.005416,1.08,0.0,13.9,2000211968,2646,311,2646,100
2022-11-13 20:29:02.088050,1.08,0.0,14.1,2000318464,2646,311,2646,100
2022-11-13 20:29:03.168077,1.08,0.01,14.2,2000068608,2646,311,2646,100
2022-11-13 20:29:04.248452,1.07,0.0,14.1,2000195584,2646,311,2646,100
2022-11-13 20:29:05.328703,1.08,0.0,14.0,2000269312,2646,311,2646,100
2022-11-13 20:29:06.408705,1.08,0.0,13.8,2000109568,2646,311,2646,100
2022-11-13 20:29:07.488309,1.07,0.0,14.1,2000093184,2646,311,2646,100
2022-11-13 20:29:08.567901,1.08,0.0,14.0,2000044032,2646,0,2646,100
2022-11-13 20:29:09.648443,1.07,0.0,13.8,2000289792,2646,0,2646,100
2022-11-13 20:29:10.728744,1.08,0.0,14.1,2000330752,2646,311,2646,100
2022-11-13 20:29:11.808359,1.08,0.0,13.9,2000220160,2646,311,2646,100
2022-11-13 20:29:12.890096,1.07,0.0,13.8,2000228352,2646,311,2646,100
2022-11-13 20:29:13.970161,1.08,0.0,13.9,2000211968,2646,311,2646,100
2022-11-13 20:29:15.049532,1.08,0.0,14.4,2000326656,2646,311,2646,100
2022-11-13 20:29:16.130523,1.07,0.0,18.5,1998643200,3732,311,2643,100
2022-11-13 20:29:17.211153,1.08,0.0,13.9,1998872576,2801,311,2646,100
2022-11-13 20:29:18.290751,1.08,0.0,14.1,1998704640,2646,311,2646,100
2022-11-13 20:29:19.371238,1.07,0.0,13.7,1999245312,2646,311,2646,100
2022-11-13 20:29:20.451283,1.08,0.0,13.9,1999126528,2646,311,2646,100
2022-11-13 20:29:21.530721,1.08,0.0,13.6,1999237120,2646,311,2646,100
2022-11-13 20:29:22.609859,1.07,0.0,14.2,1999605760,2646,311,2646,100
