2019-04-07 01:58:06.232216,47.5115508667 6.79111693333,50.7
2019-04-07 01:58:06.564986,47.5115533667 6.79109941667,60.3
2019-04-07 01:58:06.761325,47.5115557 6.79108248333,67.1
2019-04-07 01:58:06.940714,47.5115579167 6.79106508333,88.7
2019-04-07 01:58:07.070097,47.5115602667 6.79104786667,62.5
2019-04-07 01:58:07.339194,47.5115630833 6.79103071667,65.0
2019-04-07 01:58:07.435281,47.5115658167 6.7910133,64.1
2019-04-07 01:58:07.706709,47.5115684167 6.7909955,37.3
2019-04-07 01:58:07.888203,47.5115712 6.79097838333,36.8
2019-04-07 01:58:08.040208,47.5115738333 6.79096093333,33.3
2019-04-07 01:58:08.231373,47.51157625 6.7909431,36.2
2019-04-07 01:58:08.499679,47.5115793833 6.79092561667,38.2
2019-04-07 01:58:08.718678,47.51158205 6.79090735,71.8
2019-04-07 01:58:08.886365,47.5115850833 6.79088891667,66.2
2019-04-07 01:58:09.186983,47.5115873 6.79087033333,79.5
2019-04-07 01:58:09.288164,47.5115902333 6.79085188333,71.4
2019-04-07 01:58:09.441076,47.5115939833 6.79083386667,65.6
2019-04-07 01:58:09.632010,47.5115974 6.79081601667,50.0
2019-04-07 01:58:09.846123,47.5116018667 6.79079826667,39.3
2019-04-07 01:58:10.042841,47.5116056667 6.79077938333,37.5
2019-04-07 01:58:10.236334,47.5116099333 6.79076105,36.5
2019-04-07 01:58:10.464848,47.51161295 6.79074276667,38.4
2019-04-07 01:58:10.706520,47.5116174667 6.79072446667,68.4
2019-04-07 01:58:10.838879,47.51162065 6.79070535,72.5
2019-04-07 01:58:11.192274,47.51162465 6.79068688333,77.1
2019-04-07 01:58:11.288730,47.51162925 6.79066888333,71.1
2019-04-07 01:58:11.430795,47.5116332833 6.7906507,64.7
2019-04-07 01:58:11.706519,47.511638 6.7906337,49.5
2019-04-07 01:58:11.854708,47.5116433833 6.79061716667,36.2
2019-04-07 01:58:12.042077,47.5116478167 6.79059996667,37.5
2019-04-07 01:58:12.294719,47.5116522333 6.79058373333,36.6
2019-04-07 01:58:12.552135,47.51165595 6.79056716667,57.3
2019-04-07 01:58:12.685850,47.51166105 6.79055158333,68.6
2019-04-07 01:58:13.020677,47.5116654833 6.79053616667,81.2
2019-04-07 01:58:13.160223,47.5116687333 6.79052101667,62.5
2019-04-07 01:58:13.262215,47.5116736167 6.79050716667,67.6
2019-04-07 01:58:13.442460,47.51167615 6.79049323333,62.9
2019-04-07 01:58:13.709183,47.51167965 6.79048041667,40.6
2019-04-07 01:58:13.829568,47.51168335 6.79046813333,39.6
2019-04-07 01:58:14.123029,47.5116862833 6.79045728333,38.7
2019-04-07 01:58:14.292909,47.51168885 6.79044598333,39.4
2019-04-07 01:58:14.437738,47.5116923 6.79043528333,41.1
2019-04-07 01:58:14.684258,47.5116961 6.79042536667,70.1
2019-04-07 01:58:15.001293,47.5116976667 6.79041496667,82.1
2019-04-07 01:58:15.114986,47.5117012167 6.79040476667,60.5
2019-04-07 01:58:15.287778,47.51170395 6.79039455,73.5
2019-04-07 01:58:15.546605,47.5117063667 6.79038546667,65.3
2019-04-07 01:58:15.670865,47.5117087167 6.79037561667,48.9
2019-04-07 01:58:15.831787,47.5117112667 6.79036571667,39.0
2019-04-07 01:58:16.124205,47.5117128667 6.79035516667,42.6
2019-04-07 01:58:16.280222,47.5117163167 6.79034645,44.4
2019-04-07 01:58:16.479468,47.5117196833 6.79033748333,41.6
2019-04-07 01:58:16.632025,47.51172285 6.7903278,58.6
2019-04-07 01:58:16.928339,47.5117254667 6.79031793333,71.1
2019-04-07 01:58:17.152896,47.5117292 6.79030763333,79.8
2019-04-07 01:58:17.418777,47.5117325 6.79029648333,70.1
2019-04-07 01:58:17.548239,47.5117363833 6.79028523333,72.9
2019-04-07 01:58:17.841852,47.5117397833 6.79027345,63.4
2019-04-07 01:58:17.845754,47.51174175 6.79026005,100.0
2019-04-07 01:58:18.111365,47.5117461333 6.7902476,45.3
2019-04-07 01:58:18.268395,47.5117502833 6.7902343,42.6
2019-04-07 01:58:18.433507,47.5117548833 6.79022103333,41.9
2019-04-07 01:58:18.783546,47.51175895 6.79020698333,71.7
2019-04-07 01:58:19.148463,47.5117630167 6.7901926,79.6
2019-04-07 01:58:19.149291,47.5117678667 6.79017786667,0.0
2019-04-07 01:58:19.409918,47.5117729167 6.79016301667,68.1
2019-04-07 01:58:19.518140,47.5117777833 6.79014786667,70.5
2019-04-07 01:58:19.631199,47.5117833667 6.79013281667,62.8
2019-04-07 01:58:19.918350,47.5117882167 6.79011723333,47.2
2019-04-07 01:58:20.086925,47.5117939833 6.79010141667,37.1
2019-04-07 01:58:20.229827,47.5117998667 6.79008548333,44.6
2019-04-07 01:58:20.432398,47.5118055667 6.79006928333,42.3
2019-04-07 01:58:20.751166,47.5118109167 6.79005285,70.0
2019-04-07 01:58:20.913224,47.51181705 6.79003641667,71.0
2019-04-07 01:58:21.276131,47.5118217333 6.7900187,76.4
2019-04-07 01:58:21.387583,47.5118277333 6.7900016,73.5
2019-04-07 01:58:21.510645,47.5118328333 6.78998398333,67.9
2019-04-07 01:58:21.631929,47.5118396833 6.78996726667,66.0
2019-04-07 01:58:21.921505,47.5118462833 6.78994975,43.5
2019-04-07 01:58:22.072511,47.5118520667 6.78993158333,38.6
2019-04-07 01:58:22.231505,47.5118603333 6.78991476667,39.0
2019-04-07 01:58:22.433890,47.5118668667 6.78989711667,42.7
