2019-07-25 21:31:54.078569,37.2330800333,-80.4213793667,0.0,0.0,100
2019-07-25 21:31:54.186425,37.2330780667,-80.4213805,0.01,0.0,100
2019-07-25 21:31:54.270540,37.2330761333,-80.4213818,0.01,0.0,100
2019-07-25 21:31:54.378467,37.233074,-80.4213831833,0.0,0.01,100
2019-07-25 21:31:54.489980,37.2330719167,-80.4213846,0.01,0.0,100
2019-07-25 21:31:54.582533,37.2330698833,-80.4213861167,0.0,0.0,100
2019-07-25 21:31:54.678477,37.23306785,-80.4213878167,0.01,0.0,100
2019-07-25 21:31:54.780351,37.2330659333,-80.4213894333,0.01,0.01,100
2019-07-25 21:31:54.882472,37.23306385,-80.4213908167,0.0,0.0,100
2019-07-25 21:31:54.972234,37.2330613333,-80.4213917833,0.0,0.0,100
2019-07-25 21:31:55.080710,37.2330590333,-80.4213929167,0.01,0.01,100
2019-07-25 21:31:55.182731,37.2330568667,-80.42139425,0.01,0.0,100
2019-07-25 21:31:55.277515,37.2330549,-80.4213955833,0.0,0.01,100
2019-07-25 21:31:55.380428,37.2330529167,-80.4213969667,0.0,0.0,100
2019-07-25 21:31:55.482009,37.2330508,-80.4213980833,0.01,0.0,100
2019-07-25 21:31:55.577912,37.2330487833,-80.4213992167,0.01,0.0,100
2019-07-25 21:31:55.679883,37.23304695,-80.4214003833,0.0,0.0,100
2019-07-25 21:31:55.769884,37.2330452167,-80.4214016667,0.01,0.01,100
2019-07-25 21:31:55.877801,37.2330431833,-80.4214027,0.0,0.0,100
2019-07-25 21:31:55.985474,37.2330412667,-80.4214037333,0.01,0.0,100
2019-07-25 21:31:56.082482,37.2330395,-80.4214048667,0.0,0.0,100
2019-07-25 21:31:56.177507,37.2330377,-80.4214058833,0.01,0.0,100
2019-07-25 21:31:56.280203,37.2330363333,-80.4214067667,0.0,0.01,100
2019-07-25 21:31:56.387051,37.2330347667,-80.42140755,0.01,0.0,100
2019-07-25 21:31:56.471688,37.2330335333,-80.4214083333,0.0,0.0,100
2019-07-25 21:31:56.579454,37.2330322167,-80.4214093333,0.0,0.01,100
