2019-08-29 06:33:52.136785,nan,nan,1.29,1.75,100
2019-08-29 06:33:52.231426,nan,nan,0.05,0.02,100
2019-08-29 06:33:52.340403,nan,nan,0.09,0.02,100
2019-08-29 06:33:52.435727,nan,nan,0.09,0.0,100
2019-08-29 06:33:52.543721,nan,nan,0.12,0.0,100
2019-08-29 06:33:52.639198,nan,nan,0.09,0.01,100
2019-08-29 06:33:52.736037,nan,nan,0.05,0.01,100
2019-08-29 06:33:52.837884,nan,nan,0.0,0.0,100
2019-08-29 06:33:52.939599,nan,nan,0.01,0.01,100
2019-08-29 06:33:53.035947,nan,nan,0.01,0.0,100
2019-08-29 06:33:53.138035,nan,nan,0.0,0.0,100
2019-08-29 06:33:53.233709,nan,nan,0.01,0.0,100
2019-08-29 06:33:53.335833,nan,nan,0.01,0.0,100
2019-08-29 06:33:53.438301,nan,nan,0.0,0.0,100
2019-08-29 06:33:53.527708,nan,nan,0.0,0.01,100
2019-08-29 06:33:53.635401,nan,nan,0.0,0.01,100
2019-08-29 06:33:53.742204,nan,nan,0.01,0.0,100
2019-08-29 06:33:53.827767,nan,nan,0.0,0.0,100
2019-08-29 06:33:53.935610,nan,nan,0.01,0.01,100
2019-08-29 06:33:54.037878,nan,nan,0.01,0.0,100
2019-08-29 06:33:54.140280,nan,nan,0.0,0.0,100
2019-08-29 06:33:54.235840,nan,nan,0.01,0.0,100
2019-08-29 06:33:54.337423,nan,nan,0.01,0.0,100
2019-08-29 06:33:54.439811,nan,nan,0.0,0.01,100
2019-08-29 06:33:54.535671,nan,nan,0.0,0.0,100
2019-08-29 06:33:54.631781,nan,nan,0.01,0.01,100
2019-08-29 06:33:54.739997,nan,nan,0.0,0.0,100
2019-08-29 06:33:54.842032,nan,nan,0.0,0.01,100
2019-08-29 06:33:54.937791,nan,nan,0.0,0.0,100
2019-08-29 06:33:55.028004,nan,nan,0.01,0.0,100
2019-08-29 06:33:55.135982,nan,nan,0.0,0.01,100
2019-08-29 06:33:55.238308,nan,nan,0.0,0.0,100
2019-08-29 06:33:55.339868,nan,nan,0.01,0.0,100
2019-08-29 06:33:55.435798,nan,nan,0.0,0.01,100
2019-08-29 06:33:55.538035,nan,nan,0.01,0.0,100
2019-08-29 06:33:55.640166,nan,nan,0.01,0.0,100
2019-08-29 06:33:55.729765,nan,nan,0.0,0.0,100
2019-08-29 06:33:55.843446,nan,nan,0.01,0.01,100
2019-08-29 06:33:55.939860,nan,nan,0.0,0.0,100
2019-08-29 06:33:56.029899,nan,nan,0.0,0.01,100
2019-08-29 06:33:56.137980,nan,nan,0.0,0.0,100
2019-08-29 06:33:56.227470,nan,nan,0.01,0.0,100
2019-08-29 06:33:56.341744,nan,nan,0.0,0.01,100
2019-08-29 06:33:56.437839,nan,nan,0.01,0.0,100
2019-08-29 06:33:56.528122,nan,nan,0.0,0.01,100
2019-08-29 06:33:56.635892,nan,nan,0.01,0.0,100
2019-08-29 06:33:56.737797,nan,nan,0.0,0.0,100
2019-08-29 06:33:56.839817,nan,nan,0.01,0.0,100
2019-08-29 06:33:56.929923,nan,nan,0.0,0.0,100
2019-08-29 06:33:57.043730,nan,nan,0.01,0.01,100
2019-08-29 06:33:57.139786,nan,nan,0.01,0.0,100
2019-08-29 06:33:57.230261,nan,nan,0.0,0.0,100
