2019-07-25 18:07:46.135233,37.2295833167,-80.4214837833,0.11,0.01
2019-07-25 18:07:46.231085,37.2295820333,-80.4214856667,0.09,0.01
2019-07-25 18:07:46.333609,37.2295804,-80.4214877333,0.11,0.0
2019-07-25 18:07:46.428360,37.2295791667,-80.4214889167,0.1,0.0
2019-07-25 18:07:46.536289,37.2295776167,-80.4214906,0.1,0.01
2019-07-25 18:07:46.626188,37.2295764,-80.4214919167,0.1,0.0
2019-07-25 18:07:46.740897,37.2295759167,-80.4214925167,0.12,0.0
2019-07-25 18:07:46.830926,37.22957485,-80.4214935667,0.1,0.0
2019-07-25 18:07:46.932861,37.2295741833,-80.42149395,0.1,0.0
2019-07-25 18:07:47.028306,37.22957385,-80.4214933,0.11,0.0
2019-07-25 18:07:47.136457,37.2295735667,-80.4214927333,0.11,0.0
2019-07-25 18:07:47.232119,37.2295729833,-80.4214929667,0.1,0.0
2019-07-25 18:07:47.334876,37.2295724833,-80.4214932333,0.11,0.0
2019-07-25 18:07:47.430259,37.2295721,-80.4214932,0.09,0.01
2019-07-25 18:07:47.538597,37.22957195,-80.4214929667,0.12,0.0
2019-07-25 18:07:47.628260,37.2295713,-80.42149305,0.09,0.01
2019-07-25 18:07:47.736311,37.2295706667,-80.4214931833,0.11,0.0
2019-07-25 18:07:47.826347,37.22957005,-80.4214933,0.1,0.0
2019-07-25 18:07:47.934771,37.22956955,-80.4214932167,0.11,0.0
2019-07-25 18:07:48.030385,37.2295691167,-80.4214930833,0.1,0.0
2019-07-25 18:07:48.126220,37.2295686667,-80.4214931833,0.09,0.01
2019-07-25 18:07:48.235234,37.2295686333,-80.4214922167,0.06,0.05
2019-07-25 18:07:48.336237,37.2295680833,-80.4214922833,0.11,0.0
2019-07-25 18:07:48.432226,37.2295678167,-80.4214922167,0.1,0.0
2019-07-25 18:07:48.535299,37.2295673833,-80.4214921833,0.11,0.0
2019-07-25 18:07:48.624924,37.2295677333,-80.4214916833,0.09,0.0
2019-07-25 18:07:48.726869,37.229567,-80.4214919167,0.11,0.0
2019-07-25 18:07:48.834684,37.2295670333,-80.4214915167,0.12,0.0
2019-07-25 18:07:48.930240,37.2295663833,-80.4214917,0.09,0.01
2019-07-25 18:07:49.032767,37.22956585,-80.42149195,0.06,0.0
2019-07-25 18:07:49.134777,37.2295657333,-80.4214919,0.0,0.01
