2019-07-25 22:23:06.486810,37.2333497833,-80.4211480667,21.91,0.94,100
2019-07-25 22:23:06.687499,37.2333492333,-80.4211494333,0.09,0.0,100
2019-07-25 22:23:06.797110,37.2333487833,-80.4211500833,0.05,0.01,100
2019-07-25 22:23:06.897498,37.2333485833,-80.42115075,0.03,0.0,100
2019-07-25 22:23:06.992955,37.2333486167,-80.4211513,0.06,0.0,100
2019-07-25 22:23:07.101404,37.23334875,-80.4211518333,0.04,0.0,100
2019-07-25 22:23:07.196952,37.23334865,-80.42115225,0.04,0.0,100
2019-07-25 22:23:07.299807,37.2333485333,-80.4211526833,0.02,0.0,100
2019-07-25 22:23:07.394930,37.2333483833,-80.4211531333,0.09,0.0,100
2019-07-25 22:23:07.503470,37.2333481167,-80.4211535833,0.02,0.01,100
2019-07-25 22:23:07.592863,37.2333477167,-80.42115385,0.06,0.0,100
2019-07-25 22:23:07.701480,37.2333473333,-80.4211541833,0.03,0.0,100
2019-07-25 22:23:07.796798,37.2333469333,-80.4211544333,0.06,0.0,100
2019-07-25 22:23:07.899865,37.2333467167,-80.4211547,0.02,0.0,100
2019-07-25 22:23:07.994620,37.2333462333,-80.4211549833,0.06,0.0,100
2019-07-25 22:23:08.097146,37.2333455833,-80.4211553,0.03,0.0,100
2019-07-25 22:23:08.192558,37.23334545,-80.42115565,0.04,0.0,100
2019-07-25 22:23:08.283863,37.23334445,-80.42115595,0.01,0.01,100
2019-07-25 22:23:08.396457,37.2333435833,-80.4211562167,0.09,0.0,100
2019-07-25 22:23:08.504791,37.2333430333,-80.42115645,0.03,0.0,100
2019-07-25 22:23:08.594563,37.2333423167,-80.4211566333,0.06,0.0,100
2019-07-25 22:23:08.690549,37.2333417333,-80.4211567833,0.02,0.0,100
2019-07-25 22:23:08.792392,37.2333410333,-80.4211569667,0.07,0.0,100
2019-07-25 22:23:08.900438,37.2333400167,-80.4211570333,0.03,0.0,100
2019-07-25 22:23:08.996669,37.2333380333,-80.42115685,0.06,0.01,100
2019-07-25 22:23:09.098648,37.2333372,-80.4211568667,0.01,0.0,100
2019-07-25 22:23:09.194009,37.2333365,-80.4211569,0.09,0.0,100
2019-07-25 22:23:09.284705,37.2333358167,-80.4211569833,0.0,0.01,100
2019-07-25 22:23:09.392614,37.233333,-80.4211566667,0.07,0.01,100
2019-07-25 22:23:09.487886,37.2333300667,-80.4211563,0.01,0.0,100
2019-07-25 22:23:09.590872,37.2333292,-80.4211562833,0.1,0.0,100
2019-07-25 22:23:09.679796,37.23332855,-80.4211563167,0.01,0.0,100
2019-07-25 22:23:09.742756,37.23332795,-80.4211562667,0.06,0.0,100
2019-07-25 22:23:09.890137,37.23332745,-80.4211564833,0.06,0.0,100
2019-07-25 22:23:09.998324,37.2333275,-80.4211566333,0.08,0.0,100
2019-07-25 22:23:10.094640,37.2333272333,-80.42115675,0.01,0.0,100
2019-07-25 22:23:10.198274,37.2333266,-80.4211567667,0.1,0.0,100
2019-07-25 22:23:10.298123,37.2333262833,-80.4211568167,0.01,0.0,100
2019-07-25 22:23:10.388081,37.23332565,-80.4211567,0.08,0.0,100
